Phyla	8809.3.d21.LQ40MDGSNoRum	8878.3.d21.HQRum	8966.3.d21.HQRum	8828.3.d21.40DeoiledMDGS	8794.3.d21.HQ40MDGSNoRum	8942.3.d21.HQ40MDGSNoRum	8973.3.d21.40DeoiledMDGS	8964.3.d21.20DeoiledMDGS	8939.3.d21.40NormalMDGS	8866.3.d21.40DeoiledMDGS	8800.3.d21.40DRC	8789.3.d21.HQNoRum	8981.3.d21.20DeoiledMDGS	8817.3.d21.HQ40MDGSNoRum	8872.3.d21.HQ40MDGSRum	8804.3.d21.HQ40MDGSRum	8958.3.d21.HQ40MDGSNoRum	8980.3.d21.HQ40MDGSNoRum	8849.3.d21.20DeoiledMDGS	8989.3.d21.HQ40MDGSRum	8858.3.d21.40DeoiledMDGS	8935.3.d21.HQNoRum	8998.3.d21.HQNoRum	8798.3.d21.20DeoiledMDGS	8963.3.d21.LQ40MDGSNoRum	8974.3.d21.HQ40MDGSRum	8836.3.d21.40NormalMDGS	8796.3.d21.40DRC	8797.3.d21.LQ40MDGSNoRum	8984.3.d21.HQNoRum	8943.3.d21.40NormalMDGS	8988.3.d21.HQNoRum	8803.3.d21.40DRC	8862.3.d21.HQ40MDGSNoRum	8791.3.d21.20NormalMDGS	8941.3.d21.20NormalMDGS	8997.3.d21.20NormalMDGS	8991.3.d21.20DeoiledMDGS	8969.3.d21.40NormalMDGS	8953.3.d21.40DeoiledMDGS	8855.3.d21.40NormalMDGS	8839.3.d21.HQNoRum	8813.3.d21.40DeoiledMDGS	8979.3.d21.LQ40MDGSNoRum	8938.3.d21.40DRC	8946.3.d21.HQRum	8978.3.d21.HQRum	8996.3.d21.20NormalMDGS	8860.3.d21.40DeoiledMDGS	8795.3.d21.20DeoiledMDGS	8951.3.d21.LQ40MDGSNoRum	8987.3.d21.HQ40MDGSRum	8962.3.d21.40DRC	8821.3.d21.LQ40MDGSNoRum	8845.3.d21.40DeoiledMDGS	8970.3.d21.40DeoiledMDGS	8819.3.d21.40DRC	8788.3.d21.HQ40MDGSRum	8965.3.d21.40NormalMDGS	8863.3.d21.20NormalMDGS	8859.3.d21.HQRum	8812.3.d21.40DeoiledMDGS	8825.3.d21.20NormalMDGS	8950.3.d21.HQ40MDGSNoRum	8861.3.d21.HQNoRum	8983.3.d21.20NormalMDGS	8834.3.d21.HQ40MDGSRum	8847.3.d21.HQ40MDGSNoRum	8833.3.d21.LQ40MDGSNoRum	8824.3.d21.LQ40MDGSNoRum	8840.3.d21.HQRum	8829.3.d21.HQ40MDGSNoRum	8881.3.d21.20NormalMDGS	8790.3.d21.40NormalMDGS	8808.3.d21.HQ40MDGSNoRum	8843.3.d21.HQRum	8867.3.d21.40DRC	8831.3.d21.40NormalMDGS	8975.3.d21.20DeoiledMDGS	8873.3.d21.40DRC	8799.3.d21.40NormalMDGS	8882.3.d21.20NormalMDGS	8945.3.d21.40DRC	8947.3.d21.40DeoiledMDGS	8874.3.d21.40NormalMDGS	8990.3.d21.HQRum	8995.3.d21.HQNoRum	8841.3.d21.HQ40MDGSRum	8801.3.d21.HQNoRum	8870.3.d21.LQ40MDGSNoRum	8806.3.d21.20DeoiledMDGS	8869.3.d21.HQNoRum	8949.3.d21.LQ40MDGSNoRum	8937.3.d21.40DRC	8805.3.d21.HQ40MDGSRum	8815.3.d21.20NormalMDGS	8968.4.d21andCnSt.LQ40MDGSNoRum	8802.4.d21andCnSt.HQNoRum	8977.4.d21andCnSt.HQ40MDGSNoRum	8871.4.d21andCnSt.HQRum	8976.4.d21andCnSt.20DeoiledMDGS	8972.4.d21andCnSt.20DeoiledMDGS	8807.4.d21andCnSt.20DeoiledMDGS	8875.4.d21andCnSt.40NormalMDGS	8793.4.d21andCnSt.HQ40MDGSRum	8842.4.d21andCnSt.20NormalMDGS	8856.4.d21andCnSt.HQ40MDGSRum	8971.4.d21andCnSt.40DRC	8952.4.d21andCnSt.LQ40MDGSNoRum	8957.4.d21andCnSt.HQRum	8851.4.d21andCnSt.20DeoiledMDGS	8955.4.d21andCnSt.HQ40MDGSNoRum	8940.4.d21andCnSt.40DRC	8879.4.d21andCnSt.20NormalMDGS	8848.4.d21andCnSt.40NormalMDGS	8814.4.d21andCnSt.HQ40MDGSRum	8792.4.d21andCnSt.HQRum	8830.4.d21andCnSt.HQRum	8876.4.d21andCnSt.HQNoRum	8934.4.d21andCnSt.40DeoiledMDGS	8814.8.d63.HQ40MDGSRum	8937.8.d63.40DRC	8955.8.d63.HQ40MDGSNoRum	8995.8.d63.HQNoRum	8940.8.d63.40DRC	8798.2.d63.20DeoiledMDGS	8845.2.d63.40DeoiledMDGS	8819.2.d63.40DRC	8792.2.d63.HQRum	8870.2.d63.LQ40MDGSNoRum	8973.2.d63.40DeoiledMDGS	8858.2.d63.40DeoiledMDGS	8990.2.d63.HQRum	8833.2.d63.LQ40MDGSNoRum	8872.2.d63.HQ40MDGSRum	8998.2.d63.HQNoRum	8848.2.d63.40NormalMDGS	8977.2.d63.HQ40MDGSNoRum	8831.2.d63.40NormalMDGS	8829.2.d63.HQ40MDGSNoRum	8843.2.d63.HQRum	8805.2.d63.HQ40MDGSRum	8947.2.d63.40DeoiledMDGS	8795.2.d63.20DeoiledMDGS	8996.2.d63.20NormalMDGS	8807.2.d63.20DeoiledMDGS	8806.2.d63.20DeoiledMDGS	8862.2.d63.HQ40MDGSNoRum	8800.2.d63.40DRC	8946.2.d63.HQRum	8861.2.d63.HQNoRum	8815.2.d63.20NormalMDGS	8949.2.d63.LQ40MDGSNoRum	8976.2.d63.20DeoiledMDGS	8969.2.d63.40NormalMDGS	8966.2.d63.HQRum	8825.2.d63.20NormalMDGS	8974.2.d63.HQ40MDGSRum	8840.2.d63.HQRum	8962.2.d63.40DRC	8793.2.d63.HQ40MDGSRum	8981.2.d63.20DeoiledMDGS	8991.2.d63.20DeoiledMDGS	8849.2.d63.20DeoiledMDGS	8794.2.d63.HQ40MDGSNoRum	8978.2.d63.HQRum	8878.2.d63.HQRum	8875.2.d63.40NormalMDGS	8804.2.d63.HQ40MDGSRum	8943.2.d63.40NormalMDGS	8797.2.d63.LQ40MDGSNoRum	8821.2.d63.LQ40MDGSNoRum	8796.2.d63.40DRC	8812.2.d63.40DeoiledMDGS	8830.2.d63.HQRum	8882.2.d63.20NormalMDGS	8951.2.d63.LQ40MDGSNoRum	8958.2.d63.HQ40MDGSNoRum	8789.2.d63.HQNoRum	8965.2.d63.40NormalMDGS	8968.2.d63.LQ40MDGSNoRum	8979.2.d63.LQ40MDGSNoRum	8839.2.d63.HQNoRum	8803.2.d63.40DRC	8983.2.d63.20NormalMDGS	8824.2.d63.LQ40MDGSNoRum	8970.2.d63.40DeoiledMDGS	8941.2.d63.20NormalMDGS	8790.2.d63.40NormalMDGS	8950.2.d63.HQ40MDGSNoRum	8834.2.d63.HQ40MDGSRum	8869.2.d63.HQNoRum	8881.2.d63.20NormalMDGS	8987.2.d63.HQ40MDGSRum	8863.2.d63.20NormalMDGS	8879.2.d63.20NormalMDGS	8972.2.d63.20DeoiledMDGS	8842.2.d63.20NormalMDGS	8801.2.d63.HQNoRum	8808.2.d63.HQ40MDGSNoRum	8802.2.d63.HQNoRum	8809.2.d63.LQ40MDGSNoRum	8867.2.d63.40DRC	8855.2.d63.40NormalMDGS	8828.2.d63.40DeoiledMDGS	8942.2.d63.HQ40MDGSNoRum	8871.2.d63.HQRum	8851.2.d63.20DeoiledMDGS	8971.2.d63.40DRC	8964.2.d63.20DeoiledMDGS	8935.2.d63.HQNoRum	8873.2.d63.40DRC	8813.2.d63.40DeoiledMDGS	8975.2.d63.20DeoiledMDGS	8841.2.d63.HQ40MDGSRum	8860.2.d63.40DeoiledMDGS	8945.2.d63.40DRC	8939.2.d63.40NormalMDGS	8938.8.d63.40DRC	8952.8.d63.LQ40MDGSNoRum	8866.8.d63.40DeoiledMDGS	8876.8.d63.HQNoRum	8989.8.d63.HQ40MDGSRum	8963.8.d63.LQ40MDGSNoRum	8859.8.d63.HQRum	8988.8.d63.HQNoRum	8934.8.d63.40DeoiledMDGS	8980.8.d63.HQ40MDGSNoRum	8957.8.d63.HQRum	8856.8.d63.HQ40MDGSRum
Actinobacteria	0.002595904	0.006489761	0.005624459	0.003461206	0.003316989	0.011537352	0.002884338	0.004614941	0.004903375	0.005624459	0.000865301	0.005768676	0.003028555	0.00230747	0.003749639	0.003172772	0.003316989	0.003028555	0.003605423	0.004903375	0.003316989	0.004326507	0.005480242	0.002595904	0.003749639	0.003316989	0.001586386	0.001297952	0.002163254	0.002451687	0.00187482	0.006201327	0.000576868	0.005912893	0.00187482	0.004470724	0.00230747	0.00230747	0.003605423	0.00230747	0.003605423	0.001153735	0.003749639	0.003028555	0.002163254	0.003172772	0.003749639	0.003605423	0.001297952	0.002595904	0.004903375	0.005624459	0.00230747	0.003749639	0.001297952	0.003316989	0.001586386	0.003749639	0.001586386	0.003028555	0.000432651	0.00418229	0.00418229	0.005047592	0.005624459	0.003605423	0.001730603	0.006922411	0.003172772	0.003316989	0.003893856	0.004038073	0.003749639	0.003893856	0.003893856	0.006778194	0.00187482	0.002163254	0.003172772	0.001730603	0.001442169	0.006489761	0.003461206	0.003028555	0.003605423	0.005912893	0.002451687	0.00230747	0.006345544	0.003893856	0.002163254	0.004038073	0.004470724	0.018892414	0.003605423	0.003605423	0.002163254	0.007210845	0.00605711	0.005047592	0.002740121	0.003172772	0.003316989	0.003893856	0.004470724	0.003028555	0.005191808	0.00230747	0.005047592	0.001153735	0.001730603	0.004038073	0.003893856	0.003893856	0.001586386	0.002019037	0.005480242	0.016584944	0.003893856	0.004038073	0.00418229	0.004038073	0.002595904	0.005768676	0.001586386	0.002163254	0.001730603	0.002163254	0.002451687	0.003316989	0.00187482	0.00230747	0.002740121	0.003893856	0.002163254	0.00418229	0.000721085	0.001009518	0.001586386	0.00187482	0.003028555	0.002163254	0.00187482	0.00187482	0.003172772	0.004614941	0.002163254	0.00187482	0.002740121	0.003893856	0.002595904	0.001586386	0.003749639	0.00187482	0.004759158	0.003605423	0.002884338	0.002163254	0.004903375	0.00187482	0.00230747	0.004759158	0.002884338	0.00230747	0.002019037	0.007066628	0.001586386	0.002163254	0.003461206	0.00230747	0.002884338	0.001297952	0.001297952	0.001586386	0.002884338	0.003605423	0.005768676	0.00230747	0.001586386	0.00230747	0.002884338	0.002595904	0.003461206	0.00187482	0.003316989	0.003461206	0.002884338	0.005191808	0.004326507	0.003028555	0.001730603	0.00187482	0.005191808	0.001297952	0.004038073	0.004759158	0.002595904	0.002884338	0.002163254	0.001586386	0.001730603	0.002595904	0.00187482	0.003028555	0.003028555	0.002163254	0.003749639	0.00187482	0.001730603	0.003893856	0.00418229	0.004038073	0.001009518	0.002884338	0.001586386	0.001153735	0.000432651	0.002451687	0.004038073	0.003461206	0.003316989	0.015286992	0.009518316	0.001442169	0.006489761	0.051629651	0.00418229	0.009518316	0.020911451	0.005768676
Bacteroidetes	0.605710989	0.64061148	0.504903375	0.625612922	0.68387655	0.307470436	0.652869916	0.591145082	0.558407845	0.558263628	0.544130372	0.577588693	0.674646669	0.784828382	0.619988463	0.716902221	0.68950101	0.706085953	0.701038362	0.626478223	0.574127488	0.717623305	0.657052207	0.582203634	0.542399769	0.548745313	0.584366888	0.509662532	0.661955581	0.632102682	0.580905682	0.72858379	0.643928468	0.628641477	0.639457744	0.573983271	0.57355062	0.688347274	0.572685319	0.4897606	0.604413037	0.723247765	0.527833862	0.663109316	0.687770407	0.691520046	0.711421979	0.610181713	0.556677243	0.706951255	0.608162677	0.615373522	0.611768099	0.66109028	0.539659648	0.579896164	0.539803865	0.639601961	0.63080473	0.641765215	0.36962792	0.606432074	0.625612922	0.62849726	0.596913758	0.615517739	0.650562446	0.571387367	0.633833285	0.639601961	0.815546582	0.62056533	0.597057975	0.574127488	0.612633401	0.619988463	0.508508797	0.574992789	0.631670032	0.535188924	0.511970003	0.686039804	0.491491203	0.646091722	0.671473897	0.629074127	0.656331122	0.634842804	0.598644361	0.573694837	0.601528699	0.610181713	0.460340352	0.586530141	0.651716181	0.676521488	0.596481108	0.525237958	0.633256418	0.649408711	0.666282088	0.525093741	0.640034612	0.508941448	0.570954716	0.578742429	0.653014133	0.444764926	0.70435535	0.759878858	0.629650995	0.678973176	0.521776752	0.616671474	0.573262186	0.682001731	0.62474762	0.444764926	0.655177387	0.569224113	0.642486299	0.400057687	0.661667147	0.249495241	0.435535045	0.667435823	0.642342082	0.580184598	0.654312085	0.553360254	0.667003173	0.627776175	0.64061148	0.585087972	0.68950101	0.562734352	0.619555812	0.647389674	0.612921834	0.585232189	0.660657629	0.639601961	0.595471589	0.572108451	0.659792328	0.620709547	0.650562446	0.700894145	0.596481108	0.750504759	0.643928468	0.682578598	0.625036054	0.594173637	0.680847995	0.762618979	0.617680992	0.563888088	0.672771849	0.582636285	0.537929045	0.631525815	0.577444476	0.595038939	0.780213441	0.556533026	0.65503317	0.552350736	0.568214595	0.584366888	0.660801846	0.524084223	0.637438708	0.721949813	0.572108451	0.601240265	0.578021344	0.697144505	0.584655322	0.582636285	0.603259302	0.58566484	0.616238823	0.679261609	0.61407557	0.676377271	0.684309201	0.578165561	0.648687626	0.607730026	0.614652437	0.606432074	0.547735795	0.647389674	0.606576291	0.621142198	0.671185463	0.644505336	0.651860398	0.749639458	0.676233055	0.737092587	0.551052783	0.635131237	0.658205942	0.698875108	0.588116527	0.608883761	0.368041534	0.610470147	0.69974041	0.564032305	0.642630516	0.713585232	0.746899337	0.664407269	0.697288722	0.664695702	0.465387943	0.474617825	0.652004615	0.109027978	0.202336314	0.569079896	0.596481108	0.177675224	0.573117969	0.220074993	0.241274877	0.254398616
Chloroflexi	0	0.000144217	0.000144217	0.000144217	0	0.000144217	0.000144217	0.000432651	0	0	0	0	0	0	0.000144217	0	0	0	0.000144217	0.000144217	0	0	0	0	0	0	0	0.000288434	0.000144217	0	0	0	0.000288434	0.000432651	0	0.000721085	0	0	0	0	0.000144217	0	0	0	0	0	0	0	0	0.000432651	0	0.000144217	0.000432651	0	0	0	0	0	0	0.000144217	0	0	0.000144217	0	0.000144217	0.000432651	0	0.000144217	0	0	0.000144217	0.000144217	0	0	0.000144217	0.000144217	0	0	0.000144217	0	0	0.000144217	0.001153735	0	0	0	0.000144217	0	0.000144217	0.000288434	0.000865301	0.000144217	0	0	0	0	0	0.000288434	0.000432651	0	0.000432651	0.000144217	0.000288434	0.000144217	0	0	0.000144217	0.000144217	0	0	0	0.000144217	0.000721085	0.000144217	0	0	0	0	0.000144217	0	0	0	0.000144217	0	0	0	0	0	0.000144217	0	0	0	0	0.000288434	0.000288434	0.000144217	0	0	0	0	0	0	0	0.000288434	0	0	0.000288434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000144217	0	0.000144217	0	0	0	0	0	0	0	0	0.000144217	0	0	0	0	0	0	0	0	0.000144217	0.000288434	0	0.000144217	0	0.000144217	0.000144217	0	0	0.000144217	0	0.000144217	0	0.000144217	0.000288434	0	0	0.000432651	0	0	0	0	0	0	0	0.000288434	0	0	0	0.000144217	0	0	0	0	0	0	0	0	0	0	0	0.000144217	0	0	0	0
Elusimicrobia	0.002595904	0.001009518	0.000288434	0.000721085	0.000144217	0	0.000576868	0.002595904	0	0.001730603	0.002019037	0.000288434	0.003893856	0.000432651	0.000144217	0	0	0.000721085	0.001153735	0.003749639	0.000144217	0.000288434	0.001442169	0.001730603	0.001730603	0.000144217	0.000288434	0	0.002163254	0.000576868	0.001297952	0.000576868	0.000865301	0.000144217	0.001586386	0.000432651	0.002019037	0.000576868	0.000288434	0.000576868	0.001297952	0.000288434	0.001586386	0.000576868	0.000721085	0.001586386	0.000432651	0.00187482	0.002019037	0.000144217	0.003605423	0.000576868	0.001153735	0.000144217	0.000721085	0.000144217	0	0.000144217	0	0.001297952	0.000144217	0.002595904	0.000721085	0.000144217	0.000144217	0.000721085	0.001153735	0.000576868	0.001153735	0.000865301	0.000865301	0	0.000865301	0	0	0.000144217	0.000288434	0	0.002451687	0.001297952	0.000144217	0.001730603	0	0.002595904	0	0.001009518	0.001442169	0.000576868	0.000288434	0.001297952	0.000288434	0.000144217	0.004470724	0.001586386	0	0.000288434	0.000432651	0.000432651	0.000288434	0.002451687	0.000432651	0.000432651	0.000865301	0.003461206	0	0.004470724	0.000288434	0.008220363	0.001730603	0.000721085	0.000576868	0.000288434	0.001009518	0.000721085	0.000288434	0.000432651	0.000432651	0.000576868	0.000288434	0.002019037	0.000865301	0	0.000144217	0	0.000576868	0.001586386	0.000144217	0.00230747	0.000144217	0.001442169	0.001730603	0.000432651	0.000721085	0.001442169	0.001153735	0	0.000721085	0	0.000432651	0.000432651	0.000144217	0.000288434	0.000576868	0.00230747	0.001009518	0.000288434	0.000721085	0.000288434	0.001297952	0.001009518	0.001009518	0.002019037	0.000432651	0.005336025	0.000288434	0.001730603	0.001153735	0	0.00230747	0.000721085	0.000144217	0.000288434	0.002019037	0.001009518	0	0.000288434	0.00187482	0.000288434	0	0.005191808	0.001730603	0.001730603	0.000288434	0.001297952	0.000865301	0.003028555	0	0	0.000576868	0.000432651	0.000576868	0.001586386	0.000432651	0.001442169	0.001586386	0.000865301	0	0	0.000288434	0.001586386	0	0.000576868	0.002595904	0.000721085	0.000576868	0.000288434	0.001009518	0.001586386	0.000865301	0	0	0.001009518	0.000721085	0.000288434	0.003461206	0.000144217	0.000432651	0.001586386	0.000144217	0.000144217	0.000432651	0	0.000576868	0.001153735	0	0.002019037	0.00230747	0.002451687	0.000432651	0.000288434	0.000721085	0	0	0.000721085	0.000576868	0	0.000865301	0	0	0
Fibrobacteres	0.006345544	0.007210845	0.002884338	0.008508797	0.003028555	0.00418229	0.000865301	0.007355062	0.000288434	0.001297952	0.039082781	0.027833862	0.039659648	0.007355062	0.00230747	0.004614941	0.007210845	0.035910009	0.006922411	0.011248918	0.004038073	0.008076147	0.011681569	0.027401211	0.060715316	0.017882896	0.001442169	0.014710124	0.006922411	0.011248918	0.000576868	0.013123738	0.009518316	0.009950966	0.068214595	0.004470724	0.031006634	0.011970003	0	0.002884338	0.001297952	0.00605711	0.000721085	0.005768676	0.01254687	0.006201327	0.008076147	0.017306028	0.000288434	0.002019037	0.004470724	0.025670609	0.007355062	0.008508797	0.000432651	0	0.008508797	0.01817133	0.000144217	0.007787713	0.011393135	0.023363138	0.01442169	0.00418229	0.001586386	0.01254687	0.0307182	0.021920969	0.011537352	0.008653014	0.009518316	0.002884338	0.010095183	0	0.001586386	0.00230747	0.00793193	0	0.013700606	0.004903375	0.000288434	0.061580617	0.002451687	0.002019037	0.000432651	0.038217479	0.012402654	0.003461206	0.00836458	0.005191808	0.003749639	0.008076147	0.002451687	0.009229882	0.008508797	0.032160369	0.030573983	0.005191808	0.031727718	0.017017594	0.01398904	0.022930487	0.064320738	0.007066628	0.019469282	0.070233631	0.009806749	0.01817133	0.009950966	0.015719642	0.027256995	0.028122296	0.024516873	0.013844823	0.000721085	0.035044707	0.024516873	0.00793193	0.028699164	0.004903375	0.013700606	0.004614941	0.036054226	0	0.300836458	0.030573983	0.004614941	0.030573983	0.012979521	0.107153158	0.003028555	0.023651572	0.014998558	0.014710124	0.014277473	0.001730603	0.001297952	0.008508797	0.002884338	0.009518316	0.003605423	0.028122296	0.001297952	0.031583502	0.004903375	0.002451687	0.005047592	0.025814825	0.018748197	0.019901933	0.01211422	0.019036631	0.006778194	0.009374099	0.00187482	0.022930487	0.033025671	0.005912893	0.0307182	0.014133256	0.012258437	0.006489761	0.010672051	0.038794347	0.011825786	0.007643496	0.031439285	0.000721085	0.001730603	0.000432651	0.014854341	0.105710989	0.025814825	0.029852899	0.003749639	0.0307182	0.003893856	0.016440727	0.052783386	0.000721085	0.009229882	0.036342659	0.018315547	0.01629651	0.013267955	0.016008076	0.002884338	0.003461206	0.003605423	0.129506778	0.010527834	0.037929045	0.014710124	0.010095183	0.039226997	0.005191808	0.016584944	0.010527834	0.030141333	0.027256995	0.031727718	0.013700606	0.021632535	0.007787713	0.00605711	0.003316989	0.003893856	0.025814825	0.002884338	0.007499279	0.003316989	0.006922411	0.025382175	0.020911451	0.007210845	0.039226997	0.038505913	0.000721085	0.00793193	0.004614941	0.006922411	0.000288434	0.000144217	0.002163254	0.013844823	0	0.007499279	0	0.000144217	0
Firmicutes	0.28165561	0.266368618	0.423132391	0.29564465	0.259157773	0.577877127	0.278627055	0.328958754	0.386645515	0.361840208	0.228728007	0.303720796	0.211854629	0.164984136	0.336025382	0.243149697	0.222094029	0.172627632	0.223391982	0.264061148	0.349004903	0.178540525	0.250648976	0.292183444	0.328958754	0.338188636	0.364147678	0.283386213	0.254542832	0.247331987	0.337611768	0.184597635	0.242284396	0.293625613	0.246610903	0.334294779	0.229304875	0.236804153	0.339630805	0.381886357	0.303576579	0.20997981	0.402509374	0.248774156	0.174646669	0.211998846	0.193250649	0.280213441	0.385635997	0.242428613	0.323478512	0.255840785	0.307037785	0.274444765	0.384193828	0.361984425	0.252091145	0.276896452	0.331410441	0.248918373	0.400922988	0.300980675	0.280934526	0.214883184	0.342226709	0.285982117	0.178684742	0.302999712	0.27141621	0.27329103	0.10845111	0.314969714	0.308768388	0.366599365	0.343668878	0.314681281	0.262618979	0.362705509	0.265070666	0.230170176	0.41433516	0.167003173	0.434958177	0.273002596	0.290885492	0.22065186	0.198298241	0.296942602	0.264493799	0.332275743	0.349725988	0.312518027	0.416498414	0.308335737	0.291750793	0.221949813	0.282520911	0.394865878	0.178684742	0.208537641	0.244736083	0.392846842	0.206807038	0.360830689	0.349293337	0.27372368	0.215460052	0.248629939	0.20435535	0.128641477	0.274444765	0.191231612	0.318863571	0.303576579	0.377271416	0.16527257	0.225122584	0.446207095	0.207239688	0.334150562	0.278915489	0.556533026	0.210124027	0.329247188	0.190654745	0.130227863	0.290452841	0.254398616	0.260744159	0.193539083	0.256706086	0.298096337	0.244447649	0.237092587	0.216325353	0.372079608	0.280069224	0.291029709	0.31424863	0.324199596	0.282376695	0.259157773	0.302422844	0.239688491	0.251225844	0.274012114	0.285405249	0.171906547	0.203490049	0.148831843	0.24718777	0.189212576	0.270262475	0.288145371	0.261897894	0.134121719	0.229016441	0.343524661	0.174790885	0.288578021	0.411450822	0.269397173	0.301124892	0.240265359	0.160369195	0.356792616	0.205509086	0.390972022	0.356215748	0.330833574	0.235506201	0.214450534	0.21603692	0.153014133	0.324632247	0.186472455	0.375108163	0.200461494	0.22021921	0.34871647	0.308912605	0.290741275	0.24300548	0.192962215	0.284684165	0.23045861	0.260744159	0.265503317	0.268387655	0.152437266	0.323911162	0.189212576	0.307903086	0.26910874	0.237669455	0.268387655	0.232044996	0.230025959	0.210845111	0.157052207	0.17969426	0.177531007	0.211133545	0.296365734	0.257571387	0.238246322	0.353475627	0.260888376	0.533169888	0.266945486	0.241563311	0.272858379	0.242284396	0.187770407	0.203345832	0.199596193	0.135419671	0.258148255	0.457600231	0.456158062	0.286847419	0.268243438	0.646957023	0.365878281	0.292327661	0.419526969	0.35102394	0.522642054	0.541822902	0.640178829
Fusobacteria	0.000721085	0.000144217	0	0.000288434	0	0	0.000144217	0.000144217	0	0	0	0	0	0	0	0	0	0.000144217	0.001442169	0	0	0	0	0.000721085	0	0.000144217	0	0.00230747	0.000576868	0.000144217	0	0.000144217	0	0	0	0.000432651	0.000576868	0.000432651	0	0	0.000144217	0	0.000144217	0	0	0	0	0	0	0.005480242	0.000144217	0	0	0	0	0	0	0	0	0	0	0.000144217	0	0.000144217	0.000432651	0	0	0.000144217	0	0.000144217	0	0	0.000144217	0	0.000432651	0.000144217	0	0	0	0	0	0.000144217	0	0	0	0	0	0.000144217	0	0.000144217	0.000144217	0.000432651	0	0	0	0	0	0	0	0	0	0	0	0.00187482	0	0.000144217	0	0	0	0	0	0	0	0	0	0	0.000288434	0.000144217	0	0	0	0.000144217	0	0	0.000144217	0.002163254	0	0	0.000865301	0.000144217	0.000144217	0	0	0.000144217	0.000144217	0.000144217	0	0	0	0	0	0.000288434	0	0	0.000144217	0	0	0	0	0	0	0	0	0	0.000576868	0	0	0.001009518	0	0	0	0	0	0.006922411	0	0	0	0.000576868	0	0	0	0.000144217	0.000432651	0.000144217	0	0.005191808	0	0	0	0	0	0	0	0	0	0.003316989	0	0	0	0	0	0	0	0	0.000288434	0	0	0.000721085	0	0.000144217	0	0.000576868	0	0.000432651	0.000144217	0	0.000432651	0.007787713	0	0	0	0.000144217	0	0	0.000144217	0	0	0	0	0	0.000144217	0	0	0	0	0	0	0	0	0
GN02	0	0.000288434	0	0	0	0	0	0	0	0	0	0.000144217	0	0	0	0	0	0.000144217	0	0	0	0	0.000144217	0	0	0	0	0	0.000144217	0	0	0	0	0	0	0.000144217	0.000144217	0	0	0	0	0	0	0	0	0	0.000144217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000144217	0	0	0.000144217	0	0	0	0.000144217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000144217	0	0	0	0	0	0	0	0	0	0	0	0.000144217	0.000144217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000144217	0	0.000288434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000144217	0	0	0	0	0.000144217	0	0	0	0	0.000144217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
